player_id,name,country,registration_date,age,Total_Bets,Total_Stake,Average_Bet,Total_Payout,Win_Rate,Deposit,Withdrawal,Active_Days,Net_Revenue,Cluster,Segment
168,Jennifer Taylor,France,2025-10-30,63,54,5034.51,93.23166666666668,8673.08,0.5370370370370371,737.88,2184.09,54,3638.57,1,VIP Players
169,Cindy Sims,Liechtenstein,2024-01-17,47,44,4357.09,99.02477272727272,6040.26,0.4772727272727273,527.36,2975.4300000000003,44,1683.17,0,Casual Players
170,Tracy Harrell,Estonia,2023-08-23,45,57,6038.0199999999995,105.93017543859648,10306.49,0.5263157894736842,1370.76,2808.09,57,4268.47,3,Dormant Players
171,Jodi Ibarra,Slovenia,2026-05-25,61,43,4386.96,102.02232558139536,7831.49,0.4651162790697674,1582.41,986.28,43,3444.5299999999997,1,VIP Players
172,Matthew Richards,Korea,2025-06-23,32,38,3877.31,102.03447368421052,6531.91,0.5526315789473685,1276.69,1899.88,38,2654.6,0,Casual Players
173,Jennifer Grant,Denmark,2023-11-29,40,46,4307.46,93.6404347826087,5111.87,0.5,4311.54,4393.6,46,804.4099999999999,0,Casual Players
174,Melanie Gutierrez,Czech Republic,2023-08-23,65,57,6360.79,111.59280701754386,9810.84,0.5263157894736842,1592.39,3964.8,57,3450.05,3,Dormant Players
175,Hunter Saunders,Poland,2023-09-04,44,42,4385.02,104.4052380952381,8509.33,0.5476190476190477,3468.23,848.82,42,4124.3099999999995,1,VIP Players
176,Martha Brady,Congo,2025-09-21,40,39,4290.87,110.02230769230768,3670.17,0.2307692307692307,3447.5,4729.73,39,-620.6999999999998,0,Casual Players
177,Frank Richmond,Faroe Islands,2025-07-30,35,54,4869.17,90.1698148148148,6397.2,0.4444444444444444,3421.6400000000003,3497.28,54,1528.0299999999995,2,Regular Players
178,Brenda Joseph,Antigua and Barbuda,2024-09-26,58,57,5905.69,103.60859649122808,6007.58,0.4210526315789473,2230.23,989.86,57,101.89000000000031,2,Regular Players
179,Scott Keller,Micronesia,2024-05-28,60,42,3763.69,89.61166666666666,5897.06,0.4285714285714285,1905.56,1619.45,42,2133.3700000000003,0,Casual Players
180,Vincent Morris,Norfolk Island,2025-07-04,33,42,3852.14,91.71761904761904,8064.53,0.6666666666666666,1454.4499999999998,2292.88,42,4212.389999999999,1,VIP Players
181,Jonathan Carpenter,China,2025-05-17,51,54,5580.93,103.35055555555556,6005.19,0.4629629629629629,3170.8,2558.37,54,424.2599999999993,2,Regular Players
182,Carolyn Barnett,Yemen,2024-09-18,56,43,4220.91,98.1606976744186,7121.1,0.5116279069767442,3611.37,3433.7,43,2900.1900000000005,0,Casual Players
183,Meredith Young,Dominican Republic,2025-12-01,39,46,4462.33,97.00717391304347,7420.68,0.5652173913043478,2257.52,731.3100000000001,46,2958.3500000000004,1,VIP Players
184,Danny Hunt,Seychelles,2023-10-29,38,54,5559.81,102.95944444444446,8141.9,0.4259259259259259,1422.87,0.0,54,2582.0899999999992,2,Regular Players
185,Robin Walker,Guernsey,2025-08-08,61,50,4798.08,95.9616,8052.59,0.52,3460.26,1446.77,50,3254.51,1,VIP Players
186,Katherine Kennedy,Syrian Arab Republic,2024-02-18,27,52,5640.83,108.4775,11157.5,0.5961538461538461,3413.33,2423.27,52,5516.67,3,Dormant Players
187,Desiree Roberts,Niue,2023-10-15,61,56,5662.45,101.11517857142856,10845.25,0.5,4141.22,2297.21,56,5182.8,3,Dormant Players
188,Michelle Abbott,Russian Federation,2025-02-25,50,41,4079.55,99.50121951219512,7672.9,0.5609756097560976,2907.65,899.2299999999999,41,3593.3499999999995,1,VIP Players
189,Jordan Lewis,Gibraltar,2024-09-08,32,46,4438.04,96.4791304347826,5897.23,0.4565217391304347,3681.98,4085.38,46,1459.1899999999996,0,Casual Players
190,Dana Davis,British Virgin Islands,2024-01-02,52,61,5750.61,94.2722950819672,8039.46,0.4590163934426229,1082.46,5196.24,61,2288.8500000000004,2,Regular Players
191,Crystal Mccullough DDS,New Caledonia,2023-10-29,19,47,4842.85,103.03936170212766,7387.21,0.4893617021276595,2482.5,1534.1999999999998,47,2544.3599999999997,2,Regular Players
192,James Thompson,Afghanistan,2025-06-24,30,56,5488.9800000000005,98.0175,7671.37,0.4642857142857143,1773.12,2156.62,56,2182.3899999999994,2,Regular Players
193,Thomas Jones,Fiji,2025-12-22,53,41,3753.16,91.54048780487804,8693.92,0.7073170731707317,4096.75,1544.8,41,4940.76,1,VIP Players
194,Scott Murphy,Vanuatu,2024-05-05,36,46,4994.71,108.58065217391304,7976.39,0.4565217391304347,1596.16,2197.71,46,2981.6800000000003,1,VIP Players
195,Stephanie Smith,Croatia,2025-11-06,60,34,3477.67,102.28441176470588,4596.25,0.4117647058823529,1773.0,2557.31,34,1118.58,0,Casual Players
196,Shawn Espinoza,Cook Islands,2024-08-30,51,58,5363.12,92.46758620689656,9142.44,0.5172413793103449,2946.77,926.61,58,3779.3200000000006,3,Dormant Players
197,Joanna Moore,Argentina,2024-12-03,34,53,5276.0,99.54716981132076,7997.37,0.4528301886792453,1961.25,1886.9,53,2721.37,2,Regular Players
198,Joseph Wright,Libyan Arab Jamahiriya,2025-06-29,49,50,5304.88,106.0976,8547.83,0.5,3769.01,2558.96,50,3242.95,1,VIP Players
199,Rachel Harris,Aruba,2024-07-05,31,48,4940.31,102.923125,6306.04,0.5833333333333334,235.87,2683.59,48,1365.7299999999996,1,VIP Players
200,Marcus Peterson,British Indian Ocean Territory (Chagos Archipelago),2025-08-21,45,46,4142.55,90.0554347826087,4396.63,0.4782608695652174,6687.29,1454.91,46,254.07999999999993,0,Casual Players
201,Edward Hicks,Czech Republic,2024-12-05,33,42,3735.92,88.9504761904762,4215.32,0.4285714285714285,4793.99,887.74,42,479.3999999999997,0,Casual Players
202,Katie Jensen,Northern Mariana Islands,2025-09-29,52,38,3449.63,90.77973684210528,4095.59,0.4736842105263157,950.75,3166.67,38,645.96,0,Casual Players
203,Melissa Arnold,Norway,2026-03-17,21,40,3697.15,92.42875,6681.87,0.5,3265.94,5793.12,40,2984.72,0,Casual Players
204,Monica Howard,Mauritania,2026-07-10,44,49,4859.16,99.1665306122449,6902.46,0.4489795918367347,2538.65,653.5,49,2043.3,2,Regular Players
205,Kenneth Chan,Palau,2023-09-06,36,47,4742.79,100.9104255319149,7341.48,0.4893617021276595,4156.639999999999,2064.12,47,2598.6899999999996,1,VIP Players
206,Yvette Moore,Latvia,2023-09-15,41,52,5015.98,96.46115384615383,6785.4800000000005,0.5192307692307693,1273.77,3558.5600000000004,52,1769.500000000001,2,Regular Players
207,Robert Warren,Mali,2024-07-25,58,58,5892.2699999999995,101.5908620689655,11472.83,0.5862068965517241,2063.5699999999997,0.0,58,5580.56,3,Dormant Players
208,Tara Rangel,Azerbaijan,2023-12-11,55,47,4286.41,91.20021276595745,7639.81,0.574468085106383,1583.49,5090.25,47,3353.4000000000005,1,VIP Players
209,Tracy Dennis,Bahamas,2023-09-16,61,54,5465.08,101.2051851851852,7855.33,0.4629629629629629,2765.12,1357.98,54,2390.25,2,Regular Players
210,Jared Johnson,Venezuela,2024-01-02,51,45,4352.97,96.73266666666667,5862.83,0.3777777777777777,3610.47,730.36,45,1509.8599999999997,0,Casual Players
211,Brittany Lee,Myanmar,2026-03-30,55,43,4625.72,107.57488372093025,6071.2,0.4418604651162791,3101.78,1062.76,43,1445.4799999999996,0,Casual Players
212,Michael Sherman,Estonia,2026-03-04,45,60,5673.33,94.5555,9949.52,0.5666666666666667,671.9200000000001,2815.67,60,4276.1900000000005,3,Dormant Players
213,Dr. Keith Church,Jersey,2026-04-11,34,51,5562.74,109.07333333333332,9141.71,0.4901960784313725,3344.71,3949.37,51,3578.9699999999993,3,Dormant Players
214,Rachel Perry,Seychelles,2025-06-07,64,52,6044.48,116.24,10738.17,0.5769230769230769,3349.5,2929.39,52,4693.6900000000005,3,Dormant Players
215,Anthony Smith,Netherlands,2025-05-08,32,48,5044.51,105.09395833333332,6604.71,0.4583333333333333,1157.67,2058.55,48,1560.1999999999998,2,Regular Players
216,Jason Silva,Yemen,2025-06-20,34,57,6225.35,109.21666666666668,10932.93,0.5614035087719298,674.74,1662.13,57,4707.58,3,Dormant Players
217,Leon Baldwin,Vanuatu,2024-08-11,37,50,4494.14,89.8828,7415.29,0.56,2072.1,175.39,50,2921.1499999999996,1,VIP Players
218,Brianna Nguyen,Faroe Islands,2025-11-05,50,38,3343.47,87.98605263157894,6716.89,0.5,2558.81,1602.4299999999998,38,3373.4200000000005,0,Casual Players
219,Ricky Acevedo,New Zealand,2026-04-23,54,58,5963.2300000000005,102.8143103448276,8106.04,0.4310344827586206,3010.39,722.4399999999999,58,2142.8099999999995,2,Regular Players
220,Jacob Stephenson,Lithuania,2023-12-06,25,50,5178.45,103.569,7965.95,0.5,893.1,873.03,50,2787.5,2,Regular Players
221,Jennifer Griffin,Mexico,2025-07-25,34,53,5025.19,94.81490566037736,9514.34,0.5471698113207547,2617.94,1898.74,53,4489.150000000001,1,VIP Players
222,Renee Jordan,New Zealand,2026-03-08,35,58,6036.2,104.07241379310344,7943.54,0.5,1722.02,775.62,58,1907.34,2,Regular Players
223,Ashley Contreras,Dominican Republic,2025-12-25,24,55,4729.26,85.98654545454546,7078.17,0.4545454545454545,3677.8,2720.5499999999997,55,2348.91,2,Regular Players
224,Derek Barber,Bahrain,2024-11-22,35,54,5343.86,98.96037037037036,6078.81,0.4074074074074074,3203.6800000000003,2938.05,54,734.9500000000007,2,Regular Players
225,Olivia Mccormick,Central African Republic,2024-11-05,63,50,4547.34,90.9468,7027.85,0.52,2025.44,1619.2199999999998,50,2480.51,2,Regular Players
226,Stephen Warner,Puerto Rico,2025-09-06,63,37,4349.03,117.54135135135134,7459.52,0.5945945945945946,4373.93,4787.98,37,3110.4900000000007,1,VIP Players
227,Joseph Hicks,Swaziland,2025-07-09,41,45,4514.87,100.33044444444444,3804.95,0.3555555555555555,3628.74,2553.76,45,-709.9200000000001,0,Casual Players
228,Danny Russell,Lithuania,2025-08-06,23,68,7110.6,104.56764705882354,10419.35,0.5147058823529411,2568.6400000000003,1983.34,68,3308.75,3,Dormant Players
229,Kimberly Conway,Equatorial Guinea,2025-01-08,44,59,5815.42,98.5664406779661,8380.68,0.4745762711864407,2102.88,3367.37,59,2565.26,2,Regular Players
230,Sherry Marshall MD,Aruba,2023-09-20,42,44,4435.96,100.81727272727272,5406.66,0.4545454545454545,5957.69,961.28,44,970.6999999999998,0,Casual Players
231,Cassandra Stone,Vietnam,2025-11-16,41,56,5042.86,90.05107142857142,8068.05,0.4821428571428571,1989.27,4468.85,56,3025.1900000000005,2,Regular Players
232,Jonathan Ayala,Niue,2025-08-21,37,59,5537.08,93.84881355932204,10196.17,0.5932203389830508,2581.62,2211.16,59,4659.09,3,Dormant Players
233,Amy Moore,Cuba,2024-09-14,23,44,4081.94,92.77136363636365,4595.72,0.4545454545454545,1900.69,4287.21,44,513.7800000000002,0,Casual Players
234,Debra Dillon,Burkina Faso,2024-08-13,35,42,4762.66,113.39666666666666,6598.62,0.4285714285714285,2759.88,1392.69,42,1835.96,0,Casual Players
235,Denise Freeman,New Caledonia,2023-10-23,52,51,5318.88,104.29176470588236,8321.68,0.5490196078431373,2108.84,5907.5599999999995,51,3002.8,1,VIP Players
236,Michele West,Belgium,2025-09-02,30,47,5089.08,108.27829787234042,9788.86,0.574468085106383,2717.28,1237.7399999999998,47,4699.780000000001,1,VIP Players
237,Emily Miranda,Falkland Islands (Malvinas),2025-11-27,25,36,3601.1,100.03055555555557,5041.77,0.3888888888888889,490.0,2405.6099999999997,36,1440.6700000000003,0,Casual Players
238,Brett Rodriguez,French Polynesia,2024-01-03,54,53,5447.93,102.79113207547172,5589.46,0.3773584905660377,1896.09,577.23,53,141.52999999999977,2,Regular Players
239,William Miller,Spain,2024-08-08,53,53,5606.15,105.7764150943396,7415.89,0.5094339622641509,3383.84,2718.54,53,1809.7400000000007,2,Regular Players
240,Catherine Boyer,Romania,2025-03-19,23,48,4064.32,84.67333333333333,6220.9,0.4791666666666667,1357.67,5880.46,48,2156.5799999999995,0,Casual Players
241,Allen Smith,American Samoa,2025-05-01,43,53,5621.1,106.05849056603776,10764.52,0.5471698113207547,4387.98,2584.83,53,5143.42,3,Dormant Players
242,Michael Wagner,Montenegro,2024-04-23,50,38,4212.54,110.85631578947368,9668.24,0.5526315789473685,1758.29,3873.89,38,5455.7,1,VIP Players
243,Jeanette Lee,Colombia,2025-11-29,65,53,5382.61,101.55867924528302,8652.31,0.5094339622641509,4953.42,1234.24,53,3269.7,3,Dormant Players
244,Allison Gould,Norway,2025-12-27,21,50,4886.16,97.7232,8946.69,0.54,1958.48,2508.09,50,4060.5300000000007,1,VIP Players
245,Dennis Smith,Montenegro,2025-09-25,20,50,4430.61,88.61219999999999,5622.55,0.48,1315.62,3249.6400000000003,50,1191.9400000000005,0,Casual Players
246,Zachary Carter,India,2024-03-09,53,56,5202.82,92.9075,7433.29,0.5892857142857143,1261.94,3476.15,56,2230.4700000000003,2,Regular Players
247,Amanda Hess,Jersey,2026-03-14,35,49,4576.74,93.40285714285714,6199.44,0.4285714285714285,3795.22,3628.68,49,1622.6999999999998,0,Casual Players
248,Kristen Petersen,Zambia,2024-03-22,31,48,4653.21,96.941875,7352.46,0.5,4188.3099999999995,4271.0,48,2699.25,1,VIP Players
249,Kimberly Durham,Zimbabwe,2024-11-29,65,47,5192.84,110.48595744680853,4409.86,0.3191489361702128,2083.94,1651.98,47,-782.9800000000005,2,Regular Players
250,Amber King,Papua New Guinea,2025-12-10,48,54,5234.1,96.9277777777778,9109.93,0.5370370370370371,1766.81,3890.65,54,3875.83,3,Dormant Players
251,Rebecca Peck,Czech Republic,2024-03-07,19,47,3669.06,78.06510638297873,5188.34,0.4680851063829787,6490.48,4892.63,47,1519.2800000000002,0,Casual Players
252,Dr. Teresa Saunders DVM,Haiti,2025-01-10,26,54,5399.69,99.99425925925924,7226.5,0.4444444444444444,3244.26,3286.8900000000003,54,1826.8100000000004,2,Regular Players
253,Barbara Douglas,Bahrain,2024-09-15,32,57,5417.4,95.0421052631579,8321.28,0.5087719298245614,2745.94,3173.83,57,2903.880000000001,2,Regular Players
254,Renee Rocha,Cook Islands,2026-02-27,18,54,5496.99,101.7961111111111,8144.7,0.4259259259259259,1482.52,908.39,54,2647.71,2,Regular Players
255,Daniel Burke,Jordan,2025-06-22,25,51,4761.58,93.3643137254902,7316.03,0.4705882352941176,1018.28,2083.67,51,2554.45,2,Regular Players
256,James Castro,Tanzania,2025-04-29,62,63,6834.7699999999995,108.48841269841267,10784.18,0.6031746031746031,2869.81,5779.3,63,3949.4100000000008,3,Dormant Players
257,Nicole Fowler,Bangladesh,2025-11-25,29,50,6237.14,124.7428,10845.57,0.46,2409.88,1349.19,50,4608.429999999999,3,Dormant Players
258,Dennis Ortiz,Nicaragua,2025-12-21,57,55,5538.41,100.69836363636364,8825.89,0.5636363636363636,1398.07,4684.17,55,3287.4799999999996,3,Dormant Players
259,Peggy Roberts,El Salvador,2026-06-19,51,45,4936.34,109.69644444444444,7871.99,0.5111111111111111,3475.99,3452.71,45,2935.6499999999996,1,VIP Players
260,Anthony Wilson,United Kingdom,2024-06-27,52,47,4504.55,95.84148936170212,5669.13,0.4042553191489361,3192.51,2429.74,47,1164.58,0,Casual Players
261,Lisa Espinoza,Armenia,2025-10-24,22,47,4966.87,105.67808510638298,7320.37,0.574468085106383,2653.18,1323.25,47,2353.5,1,VIP Players
262,Brittany Graham,Thailand,2025-03-06,49,55,5439.7300000000005,98.90418181818184,8800.99,0.4909090909090909,3738.46,1557.42,55,3361.2599999999993,3,Dormant Players
263,Kurt Garza,Gabon,2026-06-10,32,65,6105.1,93.9246153846154,13822.63,0.5846153846153846,1346.27,2485.48,65,7717.530000000001,3,Dormant Players
264,Crystal Mcintyre,Guinea-Bissau,2024-01-01,63,43,4208.67,97.8760465116279,6476.12,0.4883720930232558,1679.9699999999998,3942.02,43,2267.45,0,Casual Players
265,Pamela Werner,Tuvalu,2025-08-20,36,58,5942.06,102.4493103448276,9984.09,0.4482758620689655,4459.85,2981.92,58,4042.03,3,Dormant Players
266,Calvin Horne,Turkey,2024-10-10,27,56,5905.66,105.45821428571428,8573.41,0.4285714285714285,2391.97,2496.86,56,2667.75,2,Regular Players
267,Matthew Miller,Syrian Arab Republic,2023-09-11,23,46,4423.89,96.17152173913044,4702.139999999999,0.4565217391304347,2288.58,2550.75,46,278.2499999999991,0,Casual Players
268,Annette Hall,Djibouti,2026-03-16,33,53,5719.97,107.92396226415094,8867.33,0.5471698113207547,2071.37,6080.23,53,3147.3599999999997,3,Dormant Players
269,Don Payne,Pitcairn Islands,2024-03-10,48,36,3598.47,99.9575,5365.71,0.5555555555555556,2792.15,2803.43,36,1767.2400000000002,0,Casual Players
270,Alicia Jackson,United States of America,2023-10-14,19,39,4018.6,103.04102564102564,5384.04,0.3846153846153846,4644.8,728.6,39,1365.44,0,Casual Players
271,Kevin Rodriguez,Antigua and Barbuda,2024-06-08,46,45,4543.87,100.97488888888888,6985.89,0.4444444444444444,526.08,389.8,45,2442.0200000000004,0,Casual Players
272,Kristi Watts,Gambia,2025-05-29,57,56,6099.87,108.92625,8524.36,0.4821428571428571,735.3,3261.21,56,2424.4900000000007,2,Regular Players
273,Kevin Guzman,Malawi,2025-08-22,43,46,3953.92,85.95478260869565,5226.05,0.5,2539.45,3287.67,46,1272.13,0,Casual Players
274,Dylan Miller,Samoa,2026-02-28,36,49,4565.33,93.17,6693.27,0.4693877551020408,1401.65,908.18,49,2127.9400000000005,0,Casual Players
275,Ashley Gonzalez,Papua New Guinea,2024-03-23,50,50,5535.61,110.7122,9155.59,0.48,2288.8199999999997,1271.91,50,3619.980000000001,2,Regular Players
276,Shawn Schwartz,Jordan,2023-09-16,43,51,5600.24,109.80862745098038,8807.09,0.4901960784313725,20.57,3457.27,51,3206.8500000000004,2,Regular Players
277,Victoria Townsend,Finland,2025-08-09,24,43,4307.34,100.1706976744186,7068.71,0.4883720930232558,462.83,2091.57,43,2761.37,0,Casual Players
278,Adrian Hughes,Angola,2024-04-13,30,32,3170.3199999999997,99.0725,5203.4,0.5,2038.61,2860.71,32,2033.08,0,Casual Players
279,Chelsea Simpson,El Salvador,2026-06-17,49,43,3969.01,92.30255813953488,7672.54,0.5581395348837209,1592.91,6221.5,43,3703.53,1,VIP Players
280,Stephanie Hays,Yemen,2024-04-08,23,38,3416.7200000000003,89.91368421052633,4176.49,0.4210526315789473,2836.98,641.1800000000001,38,759.7699999999995,0,Casual Players
281,Mary Shaw,United States of America,2025-12-14,21,53,5981.44,112.85735849056604,9828.53,0.4716981132075472,1626.65,2898.92,53,3847.090000000001,3,Dormant Players
282,Daniel Robinson,Latvia,2024-03-02,53,49,4860.89,99.20183673469388,7199.1,0.5102040816326531,2172.84,2721.9,49,2338.21,2,Regular Players
283,Ashley Bautista,Pakistan,2026-04-01,32,58,5940.59,102.42396551724138,7992.78,0.4482758620689655,3516.93,1099.59,58,2052.1899999999996,2,Regular Players
284,Heather Li,Thailand,2025-11-14,49,47,5260.47,111.92489361702128,9808.4,0.6170212765957447,1767.54,3950.64,47,4547.929999999999,1,VIP Players
285,Karen Lee,Central African Republic,2024-05-04,31,37,3674.86,99.32054054054056,5972.89,0.5135135135135135,800.5699999999999,2829.83,37,2298.03,0,Casual Players
286,Brandon Wade,Bouvet Island (Bouvetoya),2026-07-10,65,46,5152.94,112.02043478260867,11692.77,0.5869565217391305,1726.64,2149.87,46,6539.830000000001,1,VIP Players
287,Tracey Jackson,Faroe Islands,2025-03-19,33,52,5051.46,97.14346153846154,8726.63,0.5961538461538461,1968.52,2866.42,52,3675.169999999999,1,VIP Players
288,Joan Boyer,Kazakhstan,2024-05-16,40,41,4204.15,102.54024390243902,6324.85,0.4878048780487805,2785.0299999999997,3220.4100000000003,41,2120.7000000000007,0,Casual Players
289,Sean Moreno,Moldova,2024-03-07,27,55,5702.31,103.67836363636364,9432.33,0.6,1568.85,3587.08,55,3730.019999999999,3,Dormant Players
290,Bethany Patterson,San Marino,2025-11-07,37,46,4384.41,95.3132608695652,8524.47,0.5869565217391305,1150.0,4821.77,46,4140.0599999999995,1,VIP Players
291,Chelsey Williams,Solomon Islands,2023-10-09,42,56,5633.06,100.59035714285714,10546.05,0.6071428571428571,1908.56,330.37,56,4912.989999999999,3,Dormant Players
292,Emily Chambers,Central African Republic,2025-06-28,60,37,4474.47,120.93162162162164,8380.8,0.6216216216216216,1251.26,0.0,37,3906.329999999999,1,VIP Players
293,Dillon Garcia,Korea,2024-09-26,52,39,3666.09,94.0023076923077,3953.23,0.4615384615384615,963.24,4935.3099999999995,39,287.1399999999999,0,Casual Players
294,Dylan Butler,Panama,2024-07-12,56,55,4936.47,89.754,6756.12,0.4909090909090909,3631.13,6103.33,55,1819.6499999999996,2,Regular Players
295,Kristina Jackson,Norfolk Island,2025-08-04,20,41,4104.37,100.10658536585366,6741.29,0.5853658536585366,3190.38,3381.8599999999997,41,2636.92,1,VIP Players
296,Ross Allen,Tunisia,2023-09-28,59,57,5944.15,104.28333333333332,10856.88,0.5964912280701754,672.5500000000001,497.38,57,4912.73,3,Dormant Players
297,Scott James,Saint Pierre and Miquelon,2024-11-13,52,46,4555.33,99.02891304347824,6222.52,0.4565217391304347,961.86,4213.53,46,1667.1900000000005,0,Casual Players
298,Jonathan Caldwell,Poland,2026-04-12,39,51,5472.25,107.29901960784314,5958.98,0.3529411764705882,1428.45,3449.4,51,486.7299999999995,2,Regular Players
299,Steven Harmon,Bulgaria,2025-05-04,23,55,5465.45,99.37181818181818,8750.08,0.509090909090909,556.24,590.11,55,3284.63,2,Regular Players
300,Calvin Pennington,Azerbaijan,2025-07-08,54,34,3991.64,117.40117647058824,5745.82,0.4705882352941176,3291.0699999999997,3947.06,34,1754.1799999999998,0,Casual Players
301,Susan Byrd,Kuwait,2024-11-18,64,46,4146.35,90.13804347826088,3638.95,0.3478260869565217,3879.9,1281.56,46,-507.40000000000055,0,Casual Players
302,Dennis Hurst,South Georgia and the South Sandwich Islands,2023-10-26,38,58,6144.47,105.93913793103448,10017.66,0.5517241379310345,1447.23,4220.51,58,3873.19,3,Dormant Players
303,Oscar Grimes,United Arab Emirates,2024-05-31,58,53,5138.69,96.95641509433962,7617.65,0.4528301886792453,3884.8,1071.06,53,2478.96,2,Regular Players
304,Amy Carr,Jersey,2023-12-19,41,54,5217.58,96.62185185185184,9605.25,0.5925925925925926,5600.73,1783.09,54,4387.67,3,Dormant Players
305,Sean Jackson,Albania,2023-12-16,33,44,3824.75,86.92613636363636,4879.84,0.4545454545454545,3020.36,2530.9,44,1055.09,0,Casual Players
306,Andrew Knight,Grenada,2026-05-09,46,66,6533.88,98.99818181818182,9209.36,0.4242424242424242,1611.06,1136.9299999999998,66,2675.4800000000005,3,Dormant Players
307,Emily Mendez,Finland,2025-12-13,23,66,6544.18,99.15424242424244,12777.12,0.5757575757575758,3511.61,2824.9,66,6232.939999999999,3,Dormant Players
308,Frederick Ingram,Bhutan,2024-06-05,32,64,6166.84,96.356875,8749.56,0.515625,1375.13,3501.84,64,2582.7199999999993,3,Dormant Players
309,William Bush,Tonga,2025-11-02,42,54,5563.24,103.02296296296296,5817.9800000000005,0.3888888888888889,2987.1400000000003,2208.71,54,254.7400000000007,2,Regular Players
310,Michael Cox,Sierra Leone,2025-11-28,18,52,5095.42,97.98884615384615,5060.3,0.2884615384615384,2166.39,1873.5,52,-35.11999999999989,2,Regular Players
311,Mary Torres,Guatemala,2024-01-27,63,51,4846.8,95.03529411764708,6991.01,0.4509803921568627,3770.57,1047.46,51,2144.21,2,Regular Players
312,Roger Wilcox,Monaco,2025-12-25,22,55,5697.65,103.59363636363636,9593.92,0.4909090909090909,2972.3,2024.39,55,3896.27,3,Dormant Players
313,Nancy Foster MD,Marshall Islands,2025-12-21,42,70,6917.46,98.82085714285716,8590.710000000001,0.4428571428571428,5524.64,630.87,70,1673.250000000001,3,Dormant Players
314,Brett Hawkins,Fiji,2024-11-27,25,60,5813.5,96.89166666666668,8955.98,0.5166666666666667,2583.65,588.68,60,3142.4799999999996,3,Dormant Players
315,Mary Camacho,Georgia,2026-01-29,37,42,4355.4,103.7,6813.84,0.4523809523809524,2021.97,3069.88,42,2458.4400000000005,0,Casual Players
316,Steven Mason,Albania,2025-08-16,64,45,4030.37,89.56377777777777,8004.08,0.5555555555555556,1526.12,2711.72,45,3973.71,1,VIP Players
317,Teresa Jones,Guatemala,2023-11-20,34,45,4585.9,101.90888888888888,5375.33,0.4222222222222222,1238.61,3078.48,45,789.4300000000003,0,Casual Players
318,William Clark,Mexico,2025-04-09,59,49,4848.53,98.94959183673468,7968.44,0.4897959183673469,2396.72,3163.69,49,3119.9100000000008,1,VIP Players
319,Katherine Boone,Estonia,2024-08-06,40,55,6037.26,109.76836363636365,7103.22,0.3272727272727272,949.22,1373.36,55,1065.96,2,Regular Players
320,David Mccormick,Falkland Islands (Malvinas),2025-08-07,18,54,5339.01,98.87055555555555,5153.87,0.3518518518518518,1490.73,4306.21,54,-185.14000000000033,2,Regular Players
321,Christina Watson,Wallis and Futuna,2025-09-26,64,49,5235.41,106.84510204081631,9645.72,0.5510204081632653,5024.42,0.0,49,4410.3099999999995,1,VIP Players
322,Kristen Gross,Kiribati,2026-06-14,26,53,4937.61,93.16245283018868,6822.969999999999,0.4150943396226415,208.19,938.87,53,1885.3599999999997,2,Regular Players
323,Brandy Harris,Brunei Darussalam,2024-07-09,30,53,5765.21,108.77754716981131,6198.97,0.4528301886792453,2656.62,1089.99,53,433.7600000000002,2,Regular Players
324,Aaron Stuart,Mauritius,2024-03-03,37,52,5719.28,109.98615384615384,9102.53,0.5192307692307693,3494.99,4435.02,52,3383.249999999999,3,Dormant Players
325,Felicia Brandt,Botswana,2026-03-18,31,49,4840.16,98.77877551020408,5222.65,0.4081632653061224,4074.17,3831.51,49,382.4899999999998,0,Casual Players
326,Dennis Crosby,Peru,2026-06-06,29,52,4785.0,92.01923076923076,9596.79,0.5384615384615384,3854.99,919.13,52,4811.790000000001,1,VIP Players
327,Aaron Becker,Belgium,2024-02-24,18,49,4886.99,99.73448979591836,7773.88,0.4489795918367347,1575.02,1618.37,49,2886.8900000000003,2,Regular Players
328,Emily Williams,Togo,2025-10-14,28,48,4258.04,88.70916666666666,6441.78,0.5208333333333334,3210.9,630.04,48,2183.74,0,Casual Players
329,Kerry Leon,Afghanistan,2025-06-06,62,48,4370.27,91.04729166666668,6033.43,0.4583333333333333,5426.22,631.64,48,1663.16,0,Casual Players
330,Angela Hess,Sudan,2026-01-19,39,57,4991.92,87.57754385964913,6719.54,0.4210526315789473,1338.79,3391.99,57,1727.62,2,Regular Players
331,Kathleen Rodgers,Zimbabwe,2023-12-11,57,58,5952.78,102.63413793103447,9452.93,0.5344827586206896,2920.99,3871.43,58,3500.1500000000005,3,Dormant Players
332,Meagan Lewis,Northern Mariana Islands,2023-10-01,35,49,4807.88,98.12,6999.79,0.5510204081632653,4003.24,1072.17,49,2191.91,1,VIP Players
333,Alan Sandoval,Mongolia,2025-01-09,22,63,6256.33,99.3068253968254,10824.26,0.5238095238095238,2939.1099999999997,8210.63,63,4567.93,3,Dormant Players
334,Thomas Lucas,Barbados,2024-05-14,45,35,3550.25,101.43571428571428,8070.66,0.6285714285714286,2907.11,2496.16,35,4520.41,1,VIP Players
335,James Graves,Finland,2024-05-26,25,48,4879.9800000000005,101.66625,7975.24,0.5,2259.7,3250.16,48,3095.2599999999993,1,VIP Players
336,Danny Kramer,Marshall Islands,2023-11-20,53,41,3863.5,94.23170731707316,6552.78,0.5853658536585366,2099.45,1311.48,41,2689.2799999999997,0,Casual Players
